Exercise_A,Exercise_B,Similarity_avg,Similarity_raw,Difficulty_avg,Difficulty_raw,Prerequisite_avg,Prerequisite_raw
ordering_numbers,metric_area_unit_conversion,2.666666667,1_1_4_2_2_1_1_7_1_3_4_5,5,5_3_9_3_7_8_5_1_1_5_7_6,4.166666667,3_1_2_5_3_1_5_8_7_4_7_4
ordering_numbers,comparing_fractions_2,7.25,9_8_7_5_8_7_9_9_8_7_5_5,2.833333333,3_2_1_2_3_3_1_1_2_3_5_8,7.083333333,9_9_9_7_9_7_9_9_4_7_5_1
dividing_decimals_0.5,area_of_squares_and_rectangles,2.333333333,1_4_1_1_1_6,2.5,1_1_3_4_4_2,1.833333333,1_1_1_1_1_6
dividing_decimals_0.5,division_word_problems_2,6.333333333,3_7_7_7_7_7,5.333333333,6_2_6_4_7_7,4.5,3_7_4_6_5_2
dividing_decimals_0.5,properties_of_numbers_1,1.333333333,1_1_1_1_1_3,3.5,1_5_2_2_4_7,1.166666667,1_1_1_1_1_2
dividing_decimals_0.5,converting_fractions_to_decimals,7.5,4_9_7_8_8_9,5.666666667,3_6_6_5_7_7,5,3_2_7_8_6_4
dividing_decimals_0.5,division_3,7.5,7_8_7_7_7_9,4.333333333,5_1_8_4_6_2,6.5,7_7_5_7_5_8
dividing_decimals_0.5,systems_of_equations_with_substitution,1.333333333,2_1_1_1_1_2,7.833333333,5_9_9_7_9_8,1.166666667,2_1_1_1_1_1
dividing_decimals_0.5,multiplication_2,4.166666667,3_7_3_1_3_8,2.666666667,1_2_4_4_3_2,3.5,3_3_3_1_2_9
expressions_with_unknown_variables,linear_equations_3,5.272727273,6_3_7_7_2_7_7_5_2_6_6,3.727272727,2_1_2_7_2_7_3_4_3_6_4,5,6_2_8_4_3_3_6_5_4_6_8
expressions_with_unknown_variables,linear_equations_4,4.909090909,6_3_7_6_2_7_6_3_3_5_6,4.636363636,3_2_3_6_3_6_4_7_5_6_6,4.636363636,4_2_7_4_4_3_4_6_7_6_4
expressions_with_unknown_variables,pythagorean_theorem_1,1.636363636,1_1_1_2_1_1_3_3_1_2_2,4.272727273,4_2_2_5_2_7_3_7_6_5_4,2.909090909,1_1_6_2_1_1_3_7_4_1_5
same_side_exterior_angles_2,same_side_interior_angles_2,7.818181818,9_8_9_7_8_6_8_9_6_8_8,4.818181818,5_5_5_5_5_5_5_5_3_5_5,7.181818182,7_5_9_7_8_6_9_5_7_7_9
same_side_exterior_angles_2,congruent_angles,7.454545455,9_8_8_8_7_6_8_9_4_8_7,3.818181818,2_6_6_6_7_4_4_1_1_4_1,7,9_5_8_7_7_7_7_9_7_8_3
same_side_exterior_angles_2,alternate_interior_angles,7.454545455,8_7_9_7_8_6_7_9_7_7_7,3.545454545,3_3_5_1_5_4_2_5_5_5_1,6.363636364,7_7_8_8_8_6_6_5_5_7_3
same_side_exterior_angles_2,parallel_lines_2,7.909090909,8_8_9_7_8_6_9_9_8_7_8,4.909090909,4_5_5_5_5_5_5_5_5_5_5,7.636363636,8_6_9_8_8_6_9_5_8_8_9
same_side_exterior_angles_2,corresponding_angles_2,7.818181818,7_8_9_8_8_6_8_9_7_8_8,3.909090909,3_5_5_1_5_5_5_1_3_5_5,7.818181818,8_5_9_9_8_6_9_9_7_7_9
quadratic_equation,solving_quadratics_by_taking_the_square_root,5.846153846,6_5_6_9_7_2_5_7_5_4_6_7_7,3.615384615,2_2_6_1_3_1_6_2_5_6_4_4_5,6.153846154,7_6_4_8_7_2_6_7_8_4_6_7_8
quadratic_equation,limits_1,2.615384615,2_2_2_1_4_1_1_2_2_3_4_3_7,5.538461538,8_2_4_4_8_1_8_3_9_7_4_7_7,2.538461538,2_2_2_3_2_1_4_2_1_2_5_4_3
quadratic_equation,solving_quadratics_by_factoring_2,6.153846154,6_7_7_3_9_3_4_8_7_4_6_8_8,4,2_2_4_4_5_1_7_3_5_5_4_5_5,6.384615385,7_7_7_8_9_2_3_8_7_5_6_7_7
surface_area_of_cylinders,areas_of_circles_and_sectors,4.2,4_3_4_5_3_6_3_5_3_6,5,7_4_4_7_5_3_4_3_7_6,4.4,5_4_4_5_1_7_4_7_3_4
surface_area_of_cylinders,area_of_parallelograms,4.1,6_3_2_8_4_3_3_4_4_4,1.7,1_2_4_2_1_1_2_2_1_1,4.4,6_2_1_7_7_2_3_7_7_2
surface_area_of_cylinders,solid_geometry,6.1,6_8_6_7_8_5_4_5_7_5,5.2,7_5_4_7_5_6_3_5_5_5,6,6_8_4_6_8_6_4_7_6_5
surface_area_of_cylinders,volume_of_cylinders,6.9,8_6_7_8_7_7_6_5_8_7,4.2,3_4_4_6_5_4_4_5_5_2,6.9,7_7_6_8_9_8_6_5_6_7
properties_of_numbers_1,number_properties_terminology_1,6.444444444,7_6_6_8_7_2_9_5_8,4.888888889,5_6_4_3_5_4_9_3_5,6.222222222,6_6_8_8_8_3_1_7_9
properties_of_numbers_1,division_4,2.777777778,5_2_3_1_2_5_2_2_3,6.777777778,5_8_9_8_9_7_9_2_4,3,5_3_3_1_1_2_1_4_7
properties_of_numbers_1,decimals_on_the_number_line_1,2.222222222,6_1_1_1_1_2_2_3_3,3.111111111,3_1_5_2_5_3_4_3_2,2.555555556,7_1_4_1_1_2_1_4_2
properties_of_numbers_1,multiplying_and_dividing_negative_numbers,4,6_2_4_3_1_5_7_2_6,5.444444444,4_8_5_8_6_6_3_3_6,3.444444444,6_3_3_1_1_4_8_2_3
properties_of_numbers_1,properties_of_numbers_2,5.444444444,5_5_6_4_4_5_8_4_8,3.222222222,3_6_1_2_5_3_1_5_3,5.666666667,7_4_3_7_6_6_2_7_9
telling_time_comparing,speed_equal_to_distance_divide_time,4,8_1_2_1_1_9_6,7.142857143,5_8_9_6_9_6_7,3.428571429,8_1_2_1_1_7_4
telling_time_comparing,arithmetic_word_problems_1,3.142857143,4_1_6_2_1_1_7,3,1_5_5_4_1_2_3,3.571428571,5_1_6_2_1_2_8
telling_time_comparing,writing_expressions_1,1.285714286,2_1_1_1_1_1_2,6.714285714,1_6_7_7_9_9_8,1.285714286,1_1_2_1_1_1_2
telling_time_comparing,division_0.5,1.857142857,2_1_1_1_1_3_4,1.142857143,1_1_1_2_1_1_1,2.857142857,2_1_2_1_1_9_4
telling_time_comparing,telling_time,4,6_3_2_6_1_3_7,2.285714286,3_1_6_3_1_1_1,5.714285714,7_3_6_6_2_8_8
telling_time_comparing,telling_time_2,4.857142857,6_5_2_6_6_2_7,3.285714286,3_2_8_3_2_3_2,5.285714286,6_6_4_6_7_1_7
telling_time_comparing,time_word_problem_2,6.285714286,5_5_3_8_8_7_8,4.857142857,7_2_8_6_5_1_5,6.428571429,4_6_6_7_8_9_5
linear_equations_1,graphing_points,3,3_6_2_2_2_1_1_2_1_7_6,2.181818182,1_3_1_1_1_4_1_2_4_3_3,4.181818182,3_6_7_8_2_1_1_3_1_6_8
linear_equations_1,multiplying_mixed_numbers_1,3.272727273,1_3_7_5_1_1_1_5_1_7_4,4.545454545,3_6_4_8_6_4_1_4_8_4_2,3.363636364,2_4_7_2_1_1_1_7_1_8_3
linear_equations_1,converting_decimals_to_percents,2.818181818,1_3_7_5_1_1_1_3_1_6_2,3.909090909,2_6_5_8_3_4_1_5_2_5_2,2.727272727,3_3_5_2_1_1_1_4_1_7_2
linear_equations_1,combining_like_terms_with_two_variables,5,3_7_6_3_2_6_5_6_3_7_7,6.727272727,5_7_5_8_8_6_9_4_9_5_8,3.818181818,2_6_4_1_3_6_2_6_2_7_3
linear_equations_1,multiplication_1,3.545454545,2_3_7_5_1_1_1_4_2_6_7,1.818181818,1_6_2_2_1_2_1_2_1_1_1,4.363636364,2_3_7_8_1_8_1_7_1_9_1
linear_equations_1,combining_like_terms_1,5.727272727,4_6_7_2_2_7_8_7_4_9_7,3.272727273,1_3_2_2_2_4_7_3_6_3_3,6.272727273,5_7_8_8_3_8_3_8_3_9_7
linear_equations_1,one_step_equations,7,8_7_7_2_6_8_9_8_5_8_9,3.181818182,5_4_1_2_5_4_1_3_5_1_4,7.909090909,8_7_8_8_7_9_9_8_6_9_8
surface_area_of_rectangular_boxes,areas_of_trapezoids,6.875,6_6_9_6_7_8_6_7,3.75,3_3_4_3_4_6_5_2,5.75,5_4_7_7_6_7_7_3
surface_area_of_rectangular_boxes,volume_box,5.5,6_2_9_7_8_5_4_3,6.125,7_8_7_4_4_6_7_6,4.25,4_3_4_7_7_2_6_1
surface_area_of_rectangular_boxes,area_of_squares_and_rectangles,7.375,7_7_9_7_7_9_6_7,2.75,1_2_5_2_3_4_3_2,7,7_8_9_7_8_9_7_1
surface_area_of_rectangular_boxes,area_1,8,8_7_9_7_8_9_9_7,2.5,1_1_4_2_2_4_5_1,7,7_8_9_7_7_9_8_1
significant_figures_1,ordering_numbers,2.833333333,1_3_2_1_6_2_1_6_1_1_4_6,6.75,1_7_8_7_7_7_9_7_9_9_7_3,2.5,2_4_2_2_1_1_1_4_1_1_5_6
significant_figures_1,scientific_notation,4.333333333,3_6_5_1_6_3_3_6_9_1_5_4,6.25,1_7_8_1_6_7_8_8_5_9_8_7,3.583333333,3_7_2_2_4_2_2_6_9_1_2_3
significant_figures_1,scientific_notation_intuition,5.25,2_8_4_3_7_6_4_7_9_1_6_6,5.916666667,6_6_8_1_5_7_6_8_5_7_6_6,4.833333333,3_7_8_4_5_3_3_7_9_1_4_4
significant_figures_1,exponents_2,2,2_3_2_1_3_3_1_1_1_1_3_3,7,3_8_8_5_4_8_8_6_9_9_8_8,2.083333333,1_3_2_4_6_2_1_1_1_1_2_1
significant_figures_1,multiplying_and_dividing_scientific_notation,3.416666667,1_5_2_2_7_4_1_6_7_1_1_4,7.583333333,7_7_8_7_7_7_7_8_8_9_9_7,2.833333333,4_5_2_2_1_1_1_6_7_1_1_3
significant_figures_1,subtraction_4,2.75,2_4_2_4_1_4_1_6_1_1_1_6,4.833333333,1_6_1_6_7_6_7_5_5_7_1_6,3.583333333,3_4_8_6_1_2_1_7_1_1_2_7
same_side_interior_angles_2,same_side_exterior_angles,7.666666667,8_6_8_7_8_9,4.166666667,5_2_5_2_6_5,7.666666667,8_7_9_6_7_9
same_side_interior_angles_2,alternate_interior_angles_2,7.333333333,8_5_7_7_8_9,5,7_3_5_5_5_5,7.666666667,8_6_8_8_8_8
same_side_interior_angles_2,quadratic_equation,1.5,1_1_1_1_4_1,7.333333333,5_9_6_9_8_7,1.5,1_1_1_1_2_3
same_side_interior_angles_2,corresponding_angles_2,7,8_5_7_6_7_9,4.333333333,5_2_5_5_4_5,7.833333333,8_6_8_7_9_9
same_side_interior_angles_2,parallel_lines_2,8.666666667,9_9_7_9_9_9,5,5_5_5_5_5_5,8.666666667,9_9_8_9_8_9
same_side_interior_angles_2,parallel_lines_1,7,9_4_7_6_7_9,2.833333333,3_1_5_1_3_4,6.5,6_3_8_5_8_9
same_side_interior_angles_2,dividing_decimals_2,1.166666667,1_1_1_1_2_1,3.333333333,8_1_4_1_2_4,1.333333333,1_1_1_1_3_1
least_common_multiple_and_greatest_common_divisor_word_problems,prime_factorization,4.714285714,4_2_2_8_3_7_7,3.285714286,1_3_1_3_5_6_4,5.142857143,2_3_2_8_5_7_9
least_common_multiple_and_greatest_common_divisor_word_problems,composite_numbers,4.142857143,4_1_1_7_3_5_8,2.714285714,1_2_1_2_6_4_3,4.571428571,2_2_1_6_6_6_9
least_common_multiple_and_greatest_common_divisor_word_problems,least_common_multiple,7.428571429,7_8_6_9_7_7_8,3.142857143,2_4_3_2_4_4_3,7.571428571,6_8_7_9_6_8_9
least_common_multiple_and_greatest_common_divisor_word_problems,prime_numbers,4.142857143,4_1_1_6_3_6_8,2.285714286,1_1_1_1_6_4_2,4.285714286,2_1_1_6_4_7_9
average_word_problems,variance,5.3,4_6_3_6_7_1_8_6_6_6,7.5,8_9_8_7_5_9_7_6_8_8,3.9,2_2_3_6_8_1_7_6_2_2
average_word_problems,mean_median_and_mode,3.7,2_2_3_3_6_2_3_5_3_8,2.6,3_3_3_1_5_1_1_3_2_4,5,3_3_3_7_6_3_5_7_5_8
average_word_problems,properties_of_numbers_1,3,5_2_3_1_4_1_2_3_7_2,3.6,2_1_8_6_5_1_2_7_2_2,3.6,7_3_2_1_7_1_3_3_8_1
average_word_problems,exploring_mean_and_median,6.3,6_5_7_6_7_6_6_5_8_7,4.6,2_7_5_4_6_6_3_2_7_4,6.2,8_4_5_7_8_7_5_7_3_8
points_lines_and_planes,area_of_triangles_1,2.625,5_5_1_3_1_1_3_2,2.875,5_1_1_5_4_2_2_3,2.75,6_2_1_5_1_1_4_2
points_lines_and_planes,equivalent_fractions_2,1.875,4_3_1_2_1_1_2_1,3,4_1_2_2_6_2_3_4,3.125,7_3_1_8_1_1_3_1
points_lines_and_planes,measuring_angles,2.625,3_1_3_6_1_1_3_3,2.5,2_5_1_2_2_1_5_2,4.125,7_6_4_8_1_1_5_1
points_lines_and_planes,recognizing_rays_lines_and_line_segments,5.375,7_7_5_3_6_3_4_8,2,3_5_1_1_2_1_1_2,6.75,7_8_4_9_8_3_6_9
alternate_exterior_angles,corresponding_angles,7.857142857,8_8_9_8_6_8_8,4.428571429,5_4_3_5_4_5_5,7.714285714,9_8_8_8_7_5_9
alternate_exterior_angles,congruent_segments,1.571428571,1_1_1_1_3_2_2,4.142857143,6_4_3_6_2_6_2,1.285714286,1_1_1_1_2_2_1
alternate_exterior_angles,parallel_lines_1,7.714285714,8_8_9_9_6_6_8,4.571428571,5_4_3_5_4_6_5,7.714285714,9_8_9_9_6_4_9
alternate_exterior_angles,segment_addition,1.428571429,1_1_1_1_2_2_2,6.285714286,8_6_4_9_2_7_8,1.428571429,1_1_1_1_2_2_2
alternate_exterior_angles,alternate_interior_angles,8,9_7_9_9_6_8_8,4.857142857,5_4_5_5_5_5_5,7.571428571,9_8_7_9_6_5_9
adding_decimals_2,addition_4,7.125,5_8_8_7_7_6_8_8,4.75,2_2_6_5_5_8_6_4,5.875,5_8_3_6_8_5_7_5
adding_decimals_2,place_value,4.75,4_4_8_1_6_1_7_7,2.375,3_3_1_1_3_1_3_4,5,4_7_9_2_4_1_6_7
adding_decimals_2,writing_expressions_1,2.25,3_4_2_1_1_1_4_2,6.375,2_7_8_7_7_9_4_7,2.5,3_3_2_1_1_1_7_2
adding_decimals_2,integers_multiply_decimals,4.125,5_4_2_3_7_2_6_4,7.5,7_9_8_8_6_9_6_7,2.875,3_1_2_5_4_1_4_3
adding_decimals_2,creating_box_and_whisker_plots,2,2_1_2_1_1_1_3_5,6.875,5_8_8_6_6_8_8_6,1.875,2_1_2_1_1_1_3_4
adding_decimals_2,adding_decimals,9,9_9_9_9_9_9_9_9,4.875,5_5_5_5_5_5_5_4,8.375,8_5_9_9_9_9_9_9
adding_decimals_2,adding_decimals_0.5,8.875,8_9_9_9_9_9_9_9,4.625,3_5_5_5_5_5_5_4,8.5,7_7_9_9_9_9_9_9
parabola_intuition_3,exponents_2,1.857142857,1_3_1_1_3_1_3,5.142857143,2_7_5_8_3_8_3,3,3_5_1_1_7_1_3
parabola_intuition_3,vertex_of_a_parabola,6.285714286,2_5_8_7_7_7_8,5,8_7_4_2_6_4_4,5.142857143,2_5_5_6_5_8_5
parabola_intuition_3,graphing_parabolas_0.5,6,8_5_6_2_5_8_8,4.714285714,8_3_7_2_5_3_5,4.857142857,2_6_3_3_7_8_5
arithmetic_reasoning,number_properties_terminology_1,2.166666667,3_1_1_1_2_5,3.833333333,5_1_4_6_1_6,2.5,4_1_4_2_1_3
arithmetic_reasoning,recognizing_fractions_0.5,2.166666667,3_1_4_1_1_3,1.5,2_1_1_3_1_1,2.166666667,3_1_4_1_1_3
arithmetic_reasoning,properties_of_numbers_2,2.833333333,3_2_4_2_2_4,1.666666667,2_1_2_1_1_3,3.166666667,2_3_4_3_3_4
arithmetic_reasoning,division_4,2.166666667,4_1_1_2_1_4,5.333333333,7_2_4_4_9_6,2,2_1_2_2_1_4
arithmetic_reasoning,pythagorean_theorem_1,1.333333333,2_1_1_1_1_2,6.333333333,7_7_3_6_7_8,1.5,2_1_1_2_1_2
arithmetic_reasoning,order_of_operations,3.5,4_2_2_1_5_7,4.166666667,5_2_2_7_3_6,3.666666667,3_3_4_2_6_4
exponents_2,exponents_3,7.777777778,8_8_8_9_7_7_7_8_8,6.222222222,7_7_5_6_6_3_8_7_7,5.111111111,6_2_7_8_6_7_1_8_1
exponents_2,exponents_1,6.444444444,2_9_6_9_2_7_7_9_7,2.333333333,1_4_1_3_1_2_2_5_2,6.333333333,3_8_5_9_2_7_8_8_7
exponents_2,multiplying_and_dividing_negative_numbers,3,6_5_1_1_1_2_6_3_2,2,2_2_1_2_1_2_3_4_1,2.666666667,1_4_1_1_1_3_7_5_1
exponents_2,exponent_rules,6.888888889,7_8_6_8_4_7_6_8_8,4.777777778,5_6_1_6_3_5_6_6_5,5.222222222,4_4_3_7_5_7_4_8_5
exponents_2,counting_1,2.111111111,2_4_1_1_1_2_4_3_1,2.444444444,1_7_1_2_1_1_6_2_1,1.666666667,1_2_1_1_1_2_2_4_1
completing_the_square_1,solving_quadratics_by_taking_the_square_root,7.181818182,9_6_6_9_8_7_6_8_4_8_8,5.272727273,5_7_3_2_5_6_8_5_7_6_4,6.545454545,8_3_7_8_9_8_1_6_6_8_8
completing_the_square_1,vertex_of_a_parabola,5.545454545,2_6_7_8_7_1_2_7_6_7_8,7,9_7_7_8_6_9_8_3_6_8_6,3.090909091,1_3_3_2_2_1_2_3_6_6_5
completing_the_square_1,factoring_polynomials_1,6.454545455,9_6_2_8_3_3_8_8_8_8_8,4.545454545,5_7_3_5_3_3_5_5_3_5_6,5.909090909,9_3_2_8_8_5_5_6_6_8_5
completing_the_square_1,solving_quadratics_by_factoring_2,6.181818182,8_6_6_8_4_3_2_9_7_7_8,5.636363636,5_7_4_5_6_8_8_5_3_6_5,5.454545455,8_7_6_3_2_5_2_5_6_8_8
completing_the_square_1,solving_quadratics_by_factoring,7.181818182,8_7_6_9_4_8_6_8_6_9_8,5.181818182,5_6_6_3_3_6_7_5_5_6_5,6.545454545,8_4_7_9_8_7_2_4_6_9_8
quadrilateral_types,congruency_postulates,4.818181818,6_5_3_7_1_6_1_7_7_3_7,5.636363636,3_7_5_8_7_5_9_5_1_5_7,4.272727273,7_5_3_4_1_6_1_8_8_2_2
quadrilateral_types,angles_1,5.454545455,7_7_3_3_6_6_1_6_8_6_7,6.363636364,8_6_6_9_6_5_8_4_8_2_8,3.727272727,2_7_2_1_4_6_1_7_3_6_2
quadrilateral_types,properties_of_numbers_1,1.909090909,2_4_1_3_1_3_1_3_1_1_1,3.181818182,6_5_1_1_4_3_1_3_1_3_7,2.272727273,2_5_1_2_1_3_1_3_4_2_1
quadrilateral_types,quadrilateral_angles,6.818181818,8_7_7_7_7_6_7_7_8_6_5,6.454545455,7_6_7_9_4_6_7_4_9_6_6,4.545454545,2_6_4_7_8_4_4_8_1_4_2
quadrilateral_types,angles_2,5.363636364,7_6_3_3_6_6_1_6_9_5_7,6.909090909,7_4_7_9_6_6_9_5_9_6_8,3.363636364,2_7_2_3_4_4_1_7_1_3_3
exponents_1,counting_1,2,1_1_1_2_1_3_5_3_1,5.777777778,7_8_7_5_7_6_5_6_1,2.333333333,1_1_2_3_1_3_5_4_1
exponents_1,division_4,2.555555556,1_1_2_3_1_6_3_3_3,6.888888889,7_9_8_6_8_7_7_7_3,1.777777778,1_1_2_3_1_3_2_2_1
exponents_1,multiplying_and_dividing_negative_numbers,1.888888889,1_1_2_4_1_3_1_3_1,5.222222222,6_8_7_5_5_5_3_6_2,2.222222222,1_1_2_3_1_5_2_4_1
exponents_1,number_properties_terminology_1,1.555555556,1_1_1_2_1_4_1_2_1,4.888888889,6_7_8_3_6_5_5_3_1,3,1_1_1_3_1_5_6_7_2
exponents_1,adding_and_subtracting_negative_numbers,2.111111111,1_1_1_3_1_6_1_3_2,4.777777778,6_7_7_3_5_3_3_4_5,2.555555556,1_1_2_2_1_5_4_6_1
same_side_interior_angles,pythagorean_theorem_1,3.307692308,4_7_2_1_4_1_1_4_3_7_4_3_2,6.230769231,6_3_5_8_7_7_9_6_2_7_6_7_8,3.538461538,4_7_3_1_3_1_1_4_8_8_3_2_1
same_side_interior_angles,measuring_segments,1.538461538,2_1_2_1_2_1_1_1_2_1_3_2_1,2.307692308,4_1_2_1_2_2_1_5_2_1_5_2_2,3.384615385,3_3_7_1_7_2_1_2_7_6_3_1_1
same_side_interior_angles,parallel_lines_1,7.615384615,8_7_7_8_8_7_6_7_9_9_8_7_8,5.615384615,5_7_7_5_5_7_2_5_8_5_5_7_5,7.153846154,8_8_8_6_5_7_7_9_2_9_8_7_9
same_side_interior_angles,segment_addition,1.923076923,2_1_2_1_2_1_1_2_2_1_3_3_4,6.538461538,7_3_7_7_7_6_9_7_8_5_6_5_8,2.615384615,3_2_4_1_3_1_1_4_1_6_4_2_2
same_side_interior_angles,alternate_exterior_angles,7.692307692,7_7_8_8_8_8_6_7_9_9_8_7_8,5.153846154,5_5_5_5_7_5_3_5_7_5_5_5_5,7,7_9_7_8_4_8_6_9_2_9_7_6_9
discount_tax_and_tip_word_problems,converting_decimals_to_percents,5.285714286,4_3_8_1_8_5_8,1.857142857,1_1_3_3_2_1_2,6,3_6_9_1_9_6_8
discount_tax_and_tip_word_problems,adding_and_subtracting_fractions,2.142857143,3_2_4_1_1_1_3,3.428571429,2_3_3_3_7_3_3,2.285714286,3_1_6_1_3_1_1
discount_tax_and_tip_word_problems,converting_decimals_to_fractions_2,3.142857143,2_3_6_1_3_2_5,2.714285714,2_2_3_3_5_1_3,3.571428571,2_2_6_1_7_1_6
discount_tax_and_tip_word_problems,adding_decimals,3.142857143,3_2_6_1_5_1_4,1.571428571,1_1_2_3_1_1_2,3.571428571,2_2_5_1_9_1_5
discount_tax_and_tip_word_problems,adding_and_subtracting_complex_numbers,1.714285714,3_1_3_1_2_1_1,5.428571429,9_1_6_4_2_7_9,1.571428571,1_1_2_1_4_1_1
discount_tax_and_tip_word_problems,markup_and_commission_word_problems,7.571428571,7_7_9_7_8_7_8,4.857142857,7_4_5_4_5_4_5,7.142857143,6_6_9_7_9_8_5
fractions_cut_and_copy_2,dividing_fractions,5.6,6_6_4_8_5_7_8_3_5_4,4.3,6_3_4_2_2_2_7_7_4_6,5.5,6_5_4_6_4_9_8_3_6_4
fractions_cut_and_copy_2,fractions_cut_and_copy_1,8.4,9_9_9_8_9_9_9_8_6_8,4.2,5_4_5_3_2_5_5_5_4_4,8.3,9_9_9_7_9_9_9_7_6_9
fractions_cut_and_copy_2,adding_decimals_0.5,3.1,7_1_1_3_1_3_7_3_3_2,2.7,5_1_3_1_1_2_2_6_2_4,3.3,5_1_1_6_1_3_6_4_3_3
adding_and_subtracting_polynomials,exponents_1,2.75,3_1_1_4_3_2_2_6,1.875,1_1_1_2_5_1_1_3,5.25,6_1_9_7_4_7_3_5
adding_and_subtracting_polynomials,recognizing_conic_sections,1.375,1_1_1_1_2_1_2_2,1.875,3_1_1_1_2_1_3_3,3.125,1_1_9_1_3_7_2_1
writing_fractions_1,recognizing_fractions_0.5,7.727272727,8_9_7_7_8_9_9_8_5_7_8,3.727272727,1_3_5_3_3_3_5_3_5_5_5,7.363636364,8_9_7_5_8_9_7_7_5_7_9
writing_fractions_1,perimeter_of_combined_shapes,2.090909091,1_1_1_1_2_5_2_2_1_4_3,5.727272727,8_4_4_8_2_5_7_3_9_7_6,2.636363636,1_1_1_1_3_5_7_2_1_4_3
writing_fractions_1,number_properties_terminology_1,1.727272727,1_1_1_2_2_2_1_3_1_3_2,4.181818182,2_5_5_4_2_7_5_5_5_3_3,2.272727273,1_1_1_3_2_2_5_3_3_2_2
writing_fractions_1,order_of_operations,4.363636364,2_1_7_6_3_4_4_7_9_3_2,6.363636364,7_7_5_6_6_7_6_7_5_7_7,3.454545455,1_1_2_4_4_6_4_2_9_4_1
writing_fractions_1,subtracting_fractions_with_common_denominators,4.909090909,5_2_7_7_2_4_5_4_5_6_7,4.363636364,5_3_2_1_2_6_5_5_5_7_7,4.090909091,5_2_6_5_3_5_5_1_5_6_2
comparing_improper_fractions_and_mixed_numbers,converting_mixed_numbers_and_improper_fractions,7.090909091,6_4_8_7_7_5_9_8_9_6_9,4.181818182,5_1_4_5_5_5_5_5_4_3_4,7.272727273,6_5_9_8_7_5_9_8_8_6_9
comparing_improper_fractions_and_mixed_numbers,ordering_improper_fractions_and_mixed_numbers,8.272727273,8_9_9_9_9_5_9_7_9_8_9,5.727272727,5_6_6_5_6_5_6_5_6_7_6,5.909090909,5_9_8_7_5_5_8_8_3_3_4
comparing_improper_fractions_and_mixed_numbers,simplifying_fractions,5.545454545,6_3_3_5_8_5_9_6_3_6_7,3,4_1_3_2_5_2_1_5_3_4_3,6.090909091,6_5_6_4_7_6_9_8_5_5_6
comparing_improper_fractions_and_mixed_numbers,triangle_angles_1,1.636363636,3_1_1_1_2_3_1_3_1_1_1,3,4_4_1_4_6_1_1_5_4_2_1,2.454545455,2_1_1_1_4_8_2_3_1_2_2
comparing_improper_fractions_and_mixed_numbers,fractions_on_the_number_line_2,6.545454545,4_7_2_8_8_7_9_6_9_5_7,2.909090909,2_3_1_3_5_2_1_5_6_3_1,6.272727273,7_7_2_6_6_7_9_6_6_6_7
addition_4,arithmetic_word_problems_1,5.888888889,8_4_2_8_6_5_6_6_8,3.666666667,1_6_3_2_6_2_3_3_7,4.666666667,7_4_2_8_3_4_5_7_2
addition_4,adding_decimals,6.555555556,6_8_6_8_4_7_6_7_7,4.444444444,1_5_6_8_3_5_4_2_6,4,3_5_1_2_6_3_5_8_3
addition_4,addition_2,7.888888889,8_8_9_7_8_8_7_9_7,2.111111111,1_4_3_1_3_3_2_1_1,7.444444444,7_6_9_9_8_7_8_9_4
addition_4,multiplication_0.5,2.777777778,2_3_1_2_4_3_2_3_5,2.111111111,1_4_4_1_4_2_1_1_1,3.111111111,1_4_1_2_6_3_3_7_1
addition_4,representing_numbers,4.666666667,2_7_4_8_3_2_4_6_6,1.888888889,2_3_2_1_2_2_3_1_1,4.666666667,3_7_1_8_5_3_5_9_1
graphing_parabolas_1,solving_quadratics_by_taking_the_square_root,4.833333333,7_3_2_6_6_8_6_2_2_5_3_8,3.166666667,2_2_1_4_5_5_3_1_3_3_4_5,5.583333333,8_4_2_7_7_8_6_1_3_7_6_8
graphing_parabolas_1,vertex_of_a_parabola,7,6_8_8_8_7_8_7_7_4_5_8_8,5.416666667,7_6_3_7_7_6_7_4_5_3_5_5,7.083333333,7_8_8_9_6_7_6_8_6_6_6_8
graphing_parabolas_1,graphing_parabolas_0.5,7.083333333,6_7_8_8_7_5_9_9_4_6_7_9,4.333333333,7_6_2_6_7_1_5_3_4_3_4_4,5.916666667,2_4_7_8_3_6_6_9_5_6_6_9
addition_2,subtraction_1,5.75,7_2_2_8_8_6_6_7,2.625,2_2_1_1_7_1_4_3,6.125,4_6_7_6_5_9_6_6
addition_2,decimals_on_the_number_line_1,2.375,1_1_3_1_3_3_3_4,4.125,4_6_8_1_7_2_3_2,2.5,1_1_1_1_5_5_4_2
addition_2,number_line,2.625,2_1_5_1_3_1_3_5,2.25,1_2_2_1_5_1_3_3,3.25,2_1_6_1_3_4_4_5
addition_2,addition_1,8.25,9_9_9_9_9_6_7_8,3.125,2_4_1_4_5_1_4_4,8.625,9_9_9_9_8_9_7_9
addition_1,subtraction_1,7.461538462,6_9_6_8_9_7_9_9_5_7_5_9_8,4.923076923,5_5_5_5_5_5_5_5_5_3_5_5_6,7.384615385,8_9_6_4_9_7_9_9_5_7_5_9_9
